Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Supply_Demand_Ratio,Is_Peak_Hour,Demand_Urgency,Customer_Segment,Cancellation_Risk_Index
56,35,Rural,silver,33,3.97,Morning,Economy,47,134.77582951421903,0.625,1,1,1,Moderate Risk
40,20,Rural,regular,11,4.4,Afternoon,Economy,83,343.79851998722387,0.5,1,1,0,Moderate Risk
27,6,Urban,silver,92,3.73,Night,Premium,125,460.2837624776103,0.2222222222222222,0,0,2,Moderate Risk
32,7,Urban,regular,79,4.05,Morning,Economy,83,306.390461217286,0.21875,1,1,2,Moderate Risk
48,24,Urban,silver,35,4.2,Night,Premium,51,251.4211394087152,0.5,0,0,1,Moderate Risk
71,41,Urban,gold,31,3.81,Afternoon,Premium,140,614.63671317069,0.5774647887323944,1,1,2,Moderate Risk
53,6,Rural,silver,74,4.12,Night,Economy,76,231.1651667910225,0.1132075471698113,0,0,2,Moderate Risk
87,44,Rural,silver,61,3.87,Evening,Premium,16,117.76366453355408,0.5057471264367817,0,0,2,Moderate Risk
36,16,Urban,regular,82,4.62,Afternoon,Premium,72,253.4912438007839,0.4444444444444444,1,1,2,Low Risk
39,20,Rural,gold,71,4.11,Morning,Economy,111,404.5983991889042,0.5128205128205128,1,1,2,Moderate Risk
91,81,Rural,gold,15,4.68,Evening,Premium,20,135.1772701347079,0.8901098901098901,0,0,2,Moderate Risk
31,18,Urban,regular,46,4.86,Night,Economy,128,360.8585507409454,0.5806451612903226,0,0,1,Low Risk
94,67,Suburban,silver,34,4.64,Night,Premium,64,231.3263184773236,0.7127659574468085,0,0,1,Low Risk
83,18,Urban,gold,12,4.98,Morning,Economy,81,286.409294385432,0.216867469879518,1,1,2,Moderate Risk
34,9,Urban,silver,65,4.69,Afternoon,Premium,107,508.7118174567975,0.2647058823529412,1,1,2,Low Risk
32,6,Rural,gold,75,4.47,Morning,Premium,154,721.7212691270341,0.1875,1,1,2,Moderate Risk
22,7,Urban,gold,15,3.53,Evening,Premium,180,552.2693747461685,0.3181818181818182,0,0,2,Moderate Risk
49,20,Rural,silver,52,4.74,Afternoon,Premium,162,510.62689141008207,0.4081632653061224,1,1,2,Low Risk
61,38,Urban,silver,95,3.5,Night,Economy,164,415.9794524398186,0.6229508196721312,0,0,2,Moderate Risk
21,9,Urban,gold,48,4.4,Afternoon,Premium,152,660.0597080304599,0.4285714285714285,1,1,2,Moderate Risk
40,18,Urban,silver,16,4.59,Afternoon,Premium,157,644.0445755475266,0.45,1,1,1,Moderate Risk
22,6,Urban,silver,82,4.3,Morning,Premium,172,710.884313751738,0.2727272727272727,1,1,2,Moderate Risk
34,11,Suburban,gold,66,4.59,Morning,Economy,134,478.20015364109577,0.3235294117647059,1,1,2,Low Risk
56,31,Rural,silver,9,4.79,Afternoon,Premium,167,744.4180991800615,0.5535714285714286,1,1,1,Moderate Risk
93,36,Urban,gold,60,4.63,Afternoon,Economy,111,478.7697584495512,0.3870967741935484,1,1,2,Low Risk
38,9,Suburban,gold,57,4.26,Morning,Premium,16,104.0560727191975,0.2368421052631578,1,1,2,Moderate Risk
76,26,Suburban,silver,74,4.18,Evening,Premium,159,486.1839276370279,0.3421052631578947,0,0,2,Moderate Risk
47,24,Suburban,silver,11,3.62,Night,Premium,148,657.0936874279021,0.5106382978723404,0,0,1,Moderate Risk
64,10,Urban,silver,62,4.98,Evening,Economy,38,96.3007413779792,0.15625,0,0,2,Low Risk
56,10,Rural,gold,28,3.8,Afternoon,Economy,144,609.9082747031204,0.1785714285714285,1,1,2,Moderate Risk
44,25,Rural,silver,32,4.43,Night,Premium,154,502.1012063441772,0.5681818181818182,0,0,1,Moderate Risk
34,6,Rural,regular,11,3.75,Morning,Economy,179,465.719058488387,0.1764705882352941,1,1,0,Moderate Risk
45,18,Suburban,silver,70,3.84,Night,Economy,122,308.43591786214927,0.4,0,0,2,Moderate Risk
31,7,Rural,regular,22,4.88,Afternoon,Premium,172,806.0212701919081,0.2258064516129032,1,1,1,Moderate Risk
95,28,Rural,regular,34,4.48,Evening,Economy,163,576.9675719994219,0.2947368421052631,0,0,1,Moderate Risk
82,59,Rural,regular,39,3.5,Night,Premium,67,284.2944207006542,0.7195121951219512,0,0,1,Moderate Risk
95,38,Urban,silver,39,3.71,Afternoon,Premium,97,478.3662772118347,0.4,1,1,1,Moderate Risk
27,12,Suburban,silver,1,4.93,Evening,Economy,41,119.4823999754907,0.4444444444444444,0,0,1,Moderate Risk
94,23,Suburban,regular,71,4.15,Night,Premium,154,532.5097779421501,0.2446808510638297,0,0,2,Moderate Risk
66,15,Urban,silver,88,4.21,Evening,Premium,65,291.9008795114952,0.2272727272727272,0,0,2,Moderate Risk
40,6,Rural,gold,37,4.75,Afternoon,Premium,148,707.8553931548287,0.15,1,1,2,Low Risk
56,27,Suburban,silver,62,4.74,Evening,Premium,129,435.7154538108565,0.4821428571428571,0,0,2,Low Risk
54,6,Suburban,gold,48,4.26,Morning,Economy,154,504.0841142440527,0.1111111111111111,1,1,2,Moderate Risk
46,15,Suburban,silver,96,4.69,Morning,Premium,116,497.3770093020007,0.3260869565217391,1,1,2,Low Risk
65,16,Suburban,silver,82,3.62,Evening,Premium,146,460.8002858653508,0.2461538461538461,0,0,2,Moderate Risk
96,48,Urban,gold,11,4.19,Night,Economy,79,272.4960775620536,0.5,0,0,2,Moderate Risk
47,9,Suburban,gold,88,4.06,Night,Economy,93,246.9535423209308,0.1914893617021276,0,0,2,Moderate Risk
20,7,Urban,silver,55,4.43,Night,Economy,153,482.7422075016093,0.35,0,0,2,Moderate Risk
94,57,Suburban,regular,13,4.04,Afternoon,Economy,60,205.495759583372,0.6063829787234043,1,1,0,Moderate Risk
52,30,Suburban,silver,25,3.67,Night,Economy,142,531.6062153403296,0.5769230769230769,0,0,1,Moderate Risk
71,6,Suburban,gold,48,4.05,Afternoon,Economy,157,550.9983736824666,0.0845070422535211,1,1,2,Moderate Risk
46,8,Rural,gold,39,3.97,Evening,Premium,123,396.9586997774456,0.1739130434782608,0,0,2,Moderate Risk
53,40,Urban,regular,13,3.79,Night,Economy,118,318.2115758092651,0.7547169811320755,0,0,0,Moderate Risk
26,11,Urban,regular,97,3.64,Morning,Economy,141,427.0550612068028,0.4230769230769231,1,1,2,Moderate Risk
100,46,Suburban,gold,74,3.74,Afternoon,Economy,171,448.31285347772814,0.46,1,1,2,Moderate Risk
74,38,Urban,regular,95,5.0,Evening,Economy,167,455.4083398759809,0.5135135135135135,0,0,2,Low Risk
53,5,Rural,gold,100,4.46,Night,Premium,33,179.17081970350634,0.0943396226415094,0,0,2,Moderate Risk
75,63,Urban,gold,24,4.18,Afternoon,Economy,29,104.18588264010208,0.84,1,1,2,Moderate Risk
44,9,Suburban,regular,54,4.2,Morning,Premium,13,91.67748868757226,0.2045454545454545,1,1,2,Moderate Risk
76,60,Suburban,regular,81,3.6,Evening,Premium,72,264.08573637935564,0.7894736842105263,0,0,2,Moderate Risk
88,18,Suburban,silver,80,4.83,Evening,Economy,109,424.65693227127065,0.2045454545454545,0,0,2,Low Risk
54,35,Rural,gold,95,4.98,Evening,Premium,61,218.9504185416184,0.6481481481481481,0,0,2,Low Risk
49,30,Urban,regular,7,3.97,Afternoon,Premium,77,248.1703336422785,0.6122448979591837,1,1,0,High Risk
25,8,Urban,silver,11,4.0,Afternoon,Economy,109,422.4367392307234,0.32,1,1,1,Moderate Risk
36,18,Suburban,gold,15,4.21,Afternoon,Economy,86,280.5240756909656,0.5,1,1,2,Moderate Risk
42,25,Suburban,silver,44,4.99,Morning,Premium,122,565.9834811108678,0.5952380952380952,1,1,1,Low Risk
29,14,Rural,gold,2,4.69,Night,Premium,180,828.2131345744126,0.4827586206896552,0,0,2,Moderate Risk
52,16,Urban,silver,63,4.13,Morning,Economy,49,132.84680584297232,0.3076923076923077,1,1,2,Moderate Risk
37,6,Rural,gold,59,4.73,Evening,Economy,20,86.17345483820148,0.1621621621621621,0,0,2,Low Risk
91,17,Rural,gold,21,4.84,Afternoon,Premium,149,545.3868063047398,0.1868131868131868,1,1,2,Moderate Risk
29,8,Rural,silver,79,4.26,Morning,Premium,133,531.0619846358322,0.2758620689655172,1,1,2,Moderate Risk
62,45,Rural,regular,87,4.74,Afternoon,Premium,20,108.6023564641184,0.7258064516129032,1,1,2,Low Risk
69,7,Urban,regular,51,4.56,Afternoon,Premium,103,462.66304412150464,0.1014492753623188,1,1,2,Low Risk
32,14,Suburban,silver,80,3.56,Afternoon,Premium,80,254.9510771161675,0.4375,1,1,2,Moderate Risk
78,31,Urban,gold,6,3.78,Evening,Premium,64,271.0126649576171,0.3974358974358974,0,0,2,High Risk
53,10,Rural,silver,10,3.58,Evening,Economy,168,424.48842846396354,0.1886792452830188,0,0,1,Moderate Risk
60,50,Suburban,silver,54,4.57,Afternoon,Premium,38,151.77728650517233,0.8333333333333334,1,1,2,Low Risk
97,58,Urban,gold,1,4.11,Morning,Premium,83,383.0749064097095,0.5979381443298969,1,1,2,High Risk
87,77,Urban,gold,12,3.56,Night,Premium,11,97.78450586126137,0.8850574712643678,0,0,2,Moderate Risk
74,20,Rural,silver,68,4.36,Night,Economy,32,119.59407325541466,0.2702702702702703,0,0,2,Moderate Risk
90,58,Urban,gold,1,4.7,Afternoon,Premium,21,126.57277068445282,0.6444444444444445,1,1,2,Moderate Risk
21,8,Rural,regular,69,4.24,Afternoon,Premium,176,829.5343798843528,0.3809523809523809,1,1,2,Moderate Risk
70,35,Urban,silver,35,4.9,Night,Premium,108,418.815349545453,0.5,0,0,1,Low Risk
37,7,Suburban,regular,1,3.92,Evening,Economy,62,233.21310275336955,0.1891891891891892,0,0,0,High Risk
30,11,Rural,gold,93,3.56,Night,Premium,155,701.141472496938,0.3666666666666666,0,0,2,Moderate Risk
64,22,Urban,regular,26,4.24,Evening,Premium,115,388.72966746525947,0.34375,0,0,1,Moderate Risk
40,23,Urban,silver,6,3.96,Night,Economy,178,528.60807288888,0.575,0,0,1,High Risk
28,18,Urban,gold,100,3.62,Afternoon,Premium,92,382.03843862699455,0.6428571428571429,1,1,2,Moderate Risk
85,19,Rural,gold,17,3.69,Morning,Economy,164,587.331264277609,0.2235294117647059,1,1,2,Moderate Risk
92,77,Urban,gold,100,4.26,Night,Economy,47,167.7398193291184,0.8369565217391305,0,0,2,Moderate Risk
93,56,Suburban,regular,56,4.65,Evening,Premium,86,304.8360144837103,0.6021505376344086,0,0,2,Low Risk
36,25,Rural,regular,26,3.57,Afternoon,Economy,122,354.1540979676975,0.6944444444444444,1,1,1,Moderate Risk
94,50,Suburban,regular,88,4.95,Night,Premium,49,250.4603273046531,0.5319148936170213,0,0,2,Low Risk
27,8,Rural,gold,48,4.18,Afternoon,Economy,167,495.2197782062817,0.2962962962962963,1,1,2,Moderate Risk
86,41,Rural,regular,96,4.5,Morning,Premium,68,301.5483736351267,0.4767441860465116,1,1,2,Low Risk
22,11,Rural,regular,39,4.63,Evening,Economy,101,433.03454356764814,0.5,0,0,1,Low Risk
95,56,Rural,silver,86,3.79,Morning,Premium,147,671.4712089285143,0.5894736842105263,1,1,2,Moderate Risk
99,89,Urban,silver,63,4.84,Afternoon,Economy,16,49.71329085631081,0.898989898989899,1,1,2,Low Risk
22,8,Rural,regular,4,4.84,Morning,Economy,122,408.129769999122,0.3636363636363636,1,1,0,Moderate Risk
100,85,Suburban,silver,59,4.46,Evening,Economy,110,329.4837131421355,0.85,0,0,2,Moderate Risk
61,38,Rural,silver,100,4.34,Evening,Premium,78,383.3178042225475,0.6229508196721312,0,0,2,Moderate Risk
33,18,Suburban,gold,7,4.01,Night,Economy,105,313.06815696851334,0.5454545454545454,0,0,2,High Risk
39,22,Rural,gold,63,3.87,Evening,Premium,170,706.6896358975697,0.5641025641025641,0,0,2,Moderate Risk
37,5,Urban,silver,75,3.88,Evening,Premium,26,142.6153122038585,0.1351351351351351,0,0,2,Moderate Risk
95,53,Suburban,silver,6,4.01,Afternoon,Premium,158,708.8224028092762,0.5578947368421052,1,1,1,High Risk
28,6,Suburban,gold,54,4.03,Afternoon,Premium,168,593.065918046481,0.2142857142857142,1,1,2,Moderate Risk
66,17,Urban,gold,84,4.47,Night,Economy,139,604.3834014812801,0.2575757575757575,0,0,2,Moderate Risk
60,11,Suburban,gold,18,4.29,Evening,Economy,26,100.2582627032478,0.1833333333333333,0,0,2,Moderate Risk
94,34,Suburban,gold,99,4.54,Afternoon,Premium,155,685.7612504810801,0.3617021276595745,1,1,2,Low Risk
63,12,Urban,silver,54,4.47,Evening,Premium,140,446.41301231617626,0.1904761904761904,0,0,2,Moderate Risk
38,8,Suburban,silver,59,4.44,Night,Premium,75,291.107936848218,0.2105263157894736,0,0,2,Moderate Risk
35,21,Suburban,silver,13,4.14,Morning,Premium,36,193.64239387562827,0.6,1,1,1,Moderate Risk
83,64,Suburban,gold,78,4.01,Evening,Economy,109,304.52612995371493,0.7710843373493976,0,0,2,Moderate Risk
62,14,Rural,silver,33,4.23,Morning,Premium,85,386.834933294766,0.2258064516129032,1,1,1,Moderate Risk
88,48,Urban,gold,52,4.52,Night,Economy,92,230.83258579661484,0.5454545454545454,0,0,2,Low Risk
68,11,Rural,silver,89,3.66,Evening,Economy,93,333.9106726820272,0.1617647058823529,0,0,2,Moderate Risk
84,64,Urban,regular,34,4.13,Evening,Premium,99,353.8098038704909,0.7619047619047619,0,0,1,Moderate Risk
40,10,Urban,regular,60,3.87,Night,Premium,79,293.19813425701705,0.25,0,0,2,Moderate Risk
93,20,Urban,regular,38,4.78,Afternoon,Premium,144,447.083068843808,0.2150537634408602,1,1,1,Low Risk
57,44,Urban,gold,78,3.53,Evening,Economy,153,584.888884974888,0.7719298245614035,0,0,2,Moderate Risk
67,16,Suburban,gold,24,4.52,Evening,Premium,150,488.1872511532145,0.2388059701492537,0,0,2,Moderate Risk
68,16,Urban,silver,91,4.49,Night,Economy,77,246.7577555097292,0.2352941176470588,0,0,2,Moderate Risk
38,22,Urban,gold,60,3.6,Morning,Premium,104,312.1731588463509,0.5789473684210527,1,1,2,Moderate Risk
49,28,Urban,silver,61,3.9,Evening,Premium,172,576.281119337865,0.5714285714285714,0,0,2,Moderate Risk
98,59,Urban,regular,55,4.6,Morning,Economy,100,381.391205400882,0.6020408163265306,1,1,2,Low Risk
47,9,Suburban,gold,38,4.06,Morning,Economy,141,543.7702542024564,0.1914893617021276,1,1,2,Moderate Risk
27,11,Urban,regular,97,4.78,Evening,Premium,137,472.5224037960476,0.4074074074074074,0,0,2,Low Risk
59,29,Urban,regular,68,4.4,Night,Premium,88,286.05897011629656,0.4915254237288136,0,0,2,Moderate Risk
56,20,Urban,regular,74,4.05,Evening,Economy,25,88.95619552388446,0.3571428571428571,0,0,2,Moderate Risk
50,39,Urban,gold,62,3.95,Morning,Premium,135,646.9811778631195,0.78,1,1,2,Moderate Risk
93,37,Urban,gold,37,4.75,Night,Economy,76,292.9246564000302,0.3978494623655914,0,0,2,Low Risk
46,22,Rural,regular,97,3.51,Morning,Economy,100,395.769846813748,0.4782608695652174,1,1,2,Moderate Risk
56,19,Suburban,silver,16,4.46,Evening,Premium,86,279.6798100890559,0.3392857142857143,0,0,1,Moderate Risk
37,16,Suburban,gold,8,4.5,Evening,Economy,46,192.50297743378897,0.4324324324324324,0,0,2,Moderate Risk
85,58,Urban,regular,85,4.1,Night,Premium,92,351.77029329216225,0.6823529411764706,0,0,2,Moderate Risk
27,7,Urban,regular,89,3.6,Morning,Premium,120,555.4019371049674,0.2592592592592592,1,1,2,Moderate Risk
44,16,Rural,silver,31,3.96,Night,Premium,122,395.3781570382596,0.3636363636363636,0,0,1,Moderate Risk
75,51,Suburban,regular,68,3.65,Afternoon,Premium,66,261.5103067801241,0.68,1,1,2,Moderate Risk
21,11,Urban,gold,46,3.84,Morning,Economy,103,397.5648404411393,0.5238095238095238,1,1,2,Moderate Risk
42,29,Suburban,silver,67,4.59,Morning,Premium,153,735.2764383329761,0.6904761904761905,1,1,2,Low Risk
25,15,Suburban,silver,100,4.9,Night,Premium,94,289.4570095389695,0.6,0,0,2,Low Risk
67,46,Suburban,regular,92,4.72,Morning,Economy,32,97.6750013649232,0.6865671641791045,1,1,2,Low Risk
29,6,Suburban,silver,24,4.37,Afternoon,Economy,50,197.46392160702555,0.2068965517241379,1,1,1,Moderate Risk
100,70,Urban,gold,42,4.9,Night,Premium,167,762.8822843495781,0.7,0,0,2,Low Risk
37,10,Suburban,gold,27,4.26,Afternoon,Economy,143,512.44939271165,0.2702702702702703,1,1,2,Moderate Risk
31,14,Urban,gold,37,4.3,Night,Premium,103,484.4661863877365,0.4516129032258064,0,0,2,Moderate Risk
49,12,Suburban,silver,30,4.37,Afternoon,Premium,84,353.01840875622844,0.2448979591836734,1,1,1,Moderate Risk
42,19,Rural,regular,56,4.84,Evening,Premium,144,539.7316715337728,0.4523809523809524,0,0,2,Low Risk
61,5,Rural,regular,48,4.15,Morning,Economy,29,114.16365482248573,0.081967213114754,1,1,1,Moderate Risk
24,7,Suburban,gold,85,4.36,Night,Economy,169,521.4080460440558,0.2916666666666667,0,0,2,Moderate Risk
20,10,Rural,regular,18,4.28,Evening,Premium,123,450.3878805106937,0.5,0,0,0,Moderate Risk
22,9,Urban,silver,36,4.51,Evening,Premium,10,82.69156896202661,0.4090909090909091,0,0,1,Low Risk
98,87,Suburban,regular,59,4.26,Afternoon,Economy,13,34.57409278115731,0.8877551020408163,1,1,2,Moderate Risk
30,14,Urban,silver,64,4.45,Afternoon,Economy,147,535.1718879088473,0.4666666666666667,1,1,2,Moderate Risk
32,13,Urban,regular,75,4.56,Evening,Premium,111,333.4011668412356,0.40625,0,0,2,Low Risk
22,12,Urban,silver,49,4.88,Night,Premium,35,179.8388198801664,0.5454545454545454,0,0,1,Low Risk
62,8,Urban,silver,13,4.2,Night,Premium,65,241.9912178461052,0.1290322580645161,0,0,1,Moderate Risk
51,27,Urban,gold,8,4.31,Night,Economy,92,369.3803924019288,0.5294117647058824,0,0,2,Moderate Risk
85,74,Suburban,regular,82,3.92,Evening,Premium,177,704.3001292247022,0.8705882352941177,0,0,2,Moderate Risk
28,9,Urban,silver,26,3.95,Night,Premium,114,466.9720738288303,0.3214285714285714,0,0,1,Moderate Risk
93,70,Suburban,silver,21,3.81,Evening,Economy,12,41.12164471941277,0.7526881720430108,0,0,1,Moderate Risk
36,9,Suburban,silver,53,4.46,Night,Premium,127,404.02979977887577,0.25,0,0,2,Moderate Risk
80,22,Rural,gold,17,4.4,Morning,Economy,141,423.75441798529033,0.275,1,1,2,Moderate Risk
60,24,Rural,regular,18,4.16,Morning,Premium,45,165.72466245477892,0.4,1,1,0,Moderate Risk
97,45,Urban,silver,90,3.71,Morning,Premium,151,578.8213877560842,0.4639175257731959,1,1,2,Moderate Risk
53,14,Suburban,silver,24,3.99,Afternoon,Premium,161,707.4493979183783,0.2641509433962264,1,1,1,Moderate Risk
79,22,Rural,silver,53,3.96,Evening,Premium,126,542.8095730212775,0.2784810126582278,0,0,2,Moderate Risk
44,24,Urban,silver,55,4.08,Afternoon,Premium,137,513.9900766589533,0.5454545454545454,1,1,2,Moderate Risk
34,12,Suburban,regular,3,4.83,Night,Premium,62,298.3556200090825,0.3529411764705882,0,0,0,Moderate Risk
55,12,Urban,silver,96,4.66,Morning,Premium,48,183.2701656673754,0.2181818181818181,1,1,2,Low Risk
49,29,Suburban,regular,35,4.8,Evening,Premium,160,468.3069201504469,0.5918367346938775,0,0,1,Low Risk
72,54,Rural,regular,68,3.85,Afternoon,Economy,74,220.4983368386397,0.75,1,1,2,Moderate Risk
72,27,Urban,gold,76,3.97,Morning,Premium,70,265.94661511348426,0.375,1,1,2,Moderate Risk
99,6,Suburban,gold,49,4.32,Afternoon,Economy,113,311.4894374116108,0.0606060606060606,1,1,2,Moderate Risk
21,10,Rural,regular,22,4.42,Morning,Economy,151,647.8477765247827,0.4761904761904761,1,1,1,Moderate Risk
50,25,Urban,silver,89,4.74,Afternoon,Economy,107,383.9141419544756,0.5,1,1,2,Low Risk
61,35,Rural,silver,4,4.77,Morning,Premium,115,557.916185756397,0.5737704918032787,1,1,1,Moderate Risk
24,5,Rural,silver,57,4.96,Night,Premium,70,228.7960083986281,0.2083333333333333,0,0,2,Low Risk
31,17,Rural,silver,71,4.46,Evening,Premium,55,237.76862211931405,0.5483870967741935,0,0,2,Moderate Risk
35,20,Suburban,regular,62,3.55,Afternoon,Economy,117,297.0874038526085,0.5714285714285714,1,1,2,Moderate Risk
74,30,Urban,regular,97,3.9,Evening,Economy,179,794.3231511066332,0.4054054054054054,0,0,2,Moderate Risk
94,61,Urban,regular,12,4.95,Evening,Premium,133,563.8497971641384,0.648936170212766,0,0,0,Moderate Risk
44,11,Rural,silver,31,3.92,Afternoon,Premium,110,339.2870734791633,0.25,1,1,1,Moderate Risk
84,37,Urban,gold,3,3.83,Evening,Premium,69,248.9476553705649,0.4404761904761904,0,0,2,High Risk
27,12,Suburban,regular,39,4.51,Morning,Premium,55,279.2686999169939,0.4444444444444444,1,1,1,Low Risk
59,36,Suburban,regular,43,3.74,Evening,Premium,25,145.04223833476908,0.6101694915254238,0,0,1,Moderate Risk
82,20,Urban,regular,59,3.99,Night,Premium,45,241.8259564507362,0.2439024390243902,0,0,2,Moderate Risk
24,10,Urban,gold,24,4.09,Morning,Premium,97,430.60985477056624,0.4166666666666667,1,1,2,Moderate Risk
84,67,Suburban,regular,48,4.87,Night,Economy,81,219.99370680056552,0.7976190476190477,0,0,1,Low Risk
52,9,Suburban,regular,24,4.19,Morning,Economy,102,366.7282586383836,0.173076923076923,1,1,1,Moderate Risk
38,12,Rural,silver,44,4.85,Evening,Economy,110,356.8814026432877,0.3157894736842105,0,0,1,Low Risk
26,12,Urban,regular,80,4.27,Afternoon,Economy,134,441.4714772887345,0.4615384615384615,1,1,2,Moderate Risk
61,39,Suburban,regular,82,4.49,Morning,Premium,46,230.1431447581205,0.639344262295082,1,1,2,Moderate Risk
87,41,Rural,gold,97,4.27,Afternoon,Premium,37,158.89198003545,0.4712643678160919,1,1,2,Moderate Risk
98,46,Suburban,gold,55,4.71,Evening,Economy,173,766.9193242115463,0.4693877551020408,0,0,2,Low Risk
24,13,Urban,silver,54,4.09,Morning,Economy,161,466.7229822330101,0.5416666666666666,1,1,2,Moderate Risk
44,8,Urban,gold,43,3.82,Night,Economy,86,233.50662384935427,0.1818181818181818,0,0,2,Moderate Risk
71,59,Urban,regular,71,4.47,Evening,Economy,31,104.1037337805616,0.8309859154929577,0,0,2,Moderate Risk
91,59,Urban,silver,68,4.77,Night,Economy,15,38.33576819209958,0.6483516483516484,0,0,2,Low Risk
32,14,Urban,gold,75,4.49,Night,Economy,177,761.0167600703148,0.4375,0,0,2,Moderate Risk
79,24,Urban,silver,0,4.26,Evening,Economy,82,284.8625062809567,0.3037974683544304,0,0,1,Moderate Risk
73,27,Urban,regular,55,4.27,Morning,Premium,50,216.06019585156733,0.3698630136986301,1,1,2,Moderate Risk
32,16,Rural,silver,80,4.78,Morning,Economy,11,39.37370119886104,0.5,1,1,2,Low Risk
22,10,Rural,silver,5,4.44,Morning,Premium,129,471.7821019342959,0.4545454545454545,1,1,1,Moderate Risk
35,19,Urban,silver,45,4.99,Afternoon,Economy,159,508.6730024657942,0.5428571428571428,1,1,1,Low Risk
24,10,Suburban,regular,79,4.3,Night,Economy,24,95.11851081754354,0.4166666666666667,0,0,2,Moderate Risk
67,31,Rural,gold,64,3.62,Night,Economy,169,735.1444900755255,0.4626865671641791,0,0,2,Moderate Risk
100,73,Urban,silver,95,3.98,Night,Premium,100,456.60307303079816,0.73,0,0,2,Moderate Risk
66,16,Urban,silver,94,4.52,Morning,Economy,34,122.24187517858556,0.2424242424242424,1,1,2,Low Risk
96,36,Urban,regular,57,4.06,Evening,Premium,139,599.8171406236374,0.375,0,0,2,Moderate Risk
60,8,Urban,regular,68,4.84,Morning,Premium,144,438.5186068324803,0.1333333333333333,1,1,2,Low Risk
92,31,Rural,silver,54,3.91,Night,Premium,148,516.1330392078827,0.3369565217391304,0,0,2,Moderate Risk
92,49,Urban,silver,9,4.23,Evening,Premium,89,397.4831040703401,0.532608695652174,0,0,1,Moderate Risk
56,37,Urban,silver,27,4.12,Afternoon,Premium,68,317.8400260939533,0.6607142857142857,1,1,1,Moderate Risk
88,71,Rural,regular,42,4.87,Afternoon,Premium,109,330.78364034759613,0.8068181818181818,1,1,1,Low Risk
87,47,Rural,silver,6,4.54,Morning,Premium,162,743.3166378180009,0.5402298850574713,1,1,1,Moderate Risk
85,6,Suburban,gold,92,4.11,Afternoon,Economy,73,274.1712773124912,0.0705882352941176,1,1,2,Moderate Risk
98,54,Rural,regular,34,4.57,Evening,Premium,113,462.4075929220183,0.5510204081632653,0,0,1,Low Risk
28,14,Rural,regular,24,4.2,Afternoon,Economy,147,533.0802632142761,0.5,1,1,1,Moderate Risk
36,9,Suburban,silver,22,3.51,Night,Premium,37,143.2178421949143,0.25,0,0,1,Moderate Risk
20,8,Suburban,silver,38,4.82,Night,Premium,155,574.9456425421428,0.4,0,0,1,Low Risk
94,36,Rural,regular,41,4.57,Morning,Economy,76,215.741761640662,0.3829787234042553,1,1,1,Low Risk
94,82,Suburban,gold,48,4.92,Morning,Premium,20,129.7685299495176,0.8723404255319149,1,1,2,Low Risk
70,7,Urban,regular,13,4.09,Afternoon,Economy,117,321.0007657787772,0.1,1,1,0,Moderate Risk
90,71,Suburban,regular,37,3.51,Morning,Premium,32,172.59277503910292,0.7888888888888889,1,1,1,Moderate Risk
42,10,Urban,silver,56,4.01,Night,Premium,95,455.20978516158993,0.238095238095238,0,0,2,Moderate Risk
44,18,Suburban,gold,88,3.67,Night,Premium,50,199.8397440906976,0.4090909090909091,0,0,2,Moderate Risk
60,16,Suburban,regular,28,3.91,Evening,Economy,105,281.0970650985199,0.2666666666666666,0,0,1,Moderate Risk
26,5,Rural,silver,7,4.75,Afternoon,Premium,140,413.54800185803066,0.1923076923076923,1,1,1,Moderate Risk
79,13,Rural,regular,6,4.63,Afternoon,Economy,38,134.09432585149492,0.1645569620253164,1,1,0,Moderate Risk
26,8,Rural,gold,65,3.58,Night,Premium,89,378.50396161301137,0.3076923076923077,0,0,2,Moderate Risk
62,7,Urban,silver,2,4.71,Morning,Premium,28,162.05358553352147,0.1129032258064516,1,1,1,Moderate Risk
42,16,Rural,gold,33,3.63,Morning,Economy,166,513.1161277813304,0.3809523809523809,1,1,2,Moderate Risk
57,16,Urban,regular,0,3.95,Afternoon,Economy,97,308.6385554813678,0.2807017543859649,1,1,0,High Risk
33,13,Rural,gold,34,4.78,Morning,Economy,66,239.08854651007988,0.3939393939393939,1,1,2,Low Risk
22,10,Rural,regular,26,4.97,Morning,Economy,170,562.1650160715976,0.4545454545454545,1,1,1,Moderate Risk
67,44,Urban,regular,27,4.69,Morning,Economy,129,467.0198948894929,0.6567164179104478,1,1,1,Moderate Risk
62,15,Suburban,silver,15,4.28,Night,Economy,73,327.43334173812747,0.2419354838709677,0,0,1,Moderate Risk
95,49,Rural,regular,92,4.27,Night,Premium,99,332.0936161256213,0.5157894736842106,0,0,2,Moderate Risk
61,36,Urban,silver,72,4.64,Night,Premium,109,457.0853188522962,0.5901639344262295,0,0,2,Low Risk
48,12,Rural,silver,25,4.26,Night,Economy,180,552.8162271192283,0.25,0,0,1,Moderate Risk
93,59,Rural,regular,30,4.11,Afternoon,Premium,89,281.0521288708149,0.6344086021505376,1,1,1,Moderate Risk
59,18,Urban,gold,67,3.86,Morning,Economy,98,288.3451530321269,0.3050847457627119,1,1,2,Moderate Risk
